atleta_id,nome,clube,clube_id,posicao,posicao_id,status,pontos_num,preco_num,variacao_num,media_num,jogos_num,adversario,adversario_id,fator_casa,pontuacao_prevista,adversario_forca_def,adversario_forca_of,volatilidade,prob_vitoria,custo_beneficio
84816,Varela,Flamengo,262,Lateral,2,Provável,0,7,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
83528,Léo Pereira,Flamengo,262,Zagueiro,3,Provável,0,13,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
92854,Borré,Internacional,285,Atacante,5,Provável,0,8,0,0,0,Athlético-PR,293,1,0.0,3,3,2.0,0.33,0.0
84735,Jorginho,Flamengo,262,Meia,4,Provável,0,15,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
91473,Erick Pulgar,Flamengo,262,Meia,4,Provável,0,10,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
87863,Arrascaeta,Flamengo,262,Meia,4,Provável,0,23,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
97867,Léo Ortiz,Flamengo,262,Zagueiro,3,Provável,0,12,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
109096,Plata,Flamengo,262,Atacante,5,Provável,0,7,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
139076,Filipe Luís,Flamengo,262,Técnico,6,Provável,0,12,0,0,0,São Paulo,276,-1,0.0,4,3,2.0,0.33,0.0
73384,Samuel Xavier,Fluminense,266,Lateral,2,Provável,0,9,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
88037,Luís Castro,Grêmio,284,Técnico,6,Provável,0,10,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
87228,Guilherme Arana,Fluminense,266,Lateral,2,Provável,0,10,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
113034,Freytes,Fluminense,266,Zagueiro,3,Provável,0,5,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
102928,Canobbio,Fluminense,266,Atacante,5,Provável,0,8,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
99366,Luis Zubeldía,Fluminense,266,Técnico,6,Provável,0,9,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
116447,Hércules,Fluminense,266,Meia,4,Provável,0,7,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
104075,Sabino,São Paulo,276,Zagueiro,3,Provável,0,5,0,0,0,Flamengo,262,1,0.0,4,5,2.0,0.467498473082628,0.0
63013,Marcos Rocha,Grêmio,284,Lateral,2,Provável,0,9,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
132071,Serna,Fluminense,266,Atacante,5,Provável,0,9,0,0,0,Grêmio,284,1,0.0,2,3,2.0,0.5568469715569253,0.0
63289,Edenílson,Grêmio,284,Meia,4,Provável,0,7,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
89883,Dodi,Grêmio,284,Meia,4,Provável,0,6,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
90532,Arthur Melo,Grêmio,284,Meia,4,Provável,0,10,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
102318,Caio Paulista,Grêmio,284,Lateral,2,Provável,0,5,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
105563,Carlos Vinícius,Grêmio,284,Atacante,5,Provável,0,17,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
142004,Amuzu,Grêmio,284,Atacante,5,Provável,0,6,0,0,0,Fluminense,266,-1,0.0,2,2,2.0,0.33,0.0
72951,Mercado,Internacional,285,Zagueiro,3,Provável,0,5,0,0,0,Athlético-PR,293,1,0.0,3,3,2.0,0.33,0.0
92182,Juninho,Internacional,285,Zagueiro,3,Provável,0,5,0,0,0,Athlético-PR,293,1,0.0,3,3,2.0,0.33,0.0
